benchmark,trial_index,average_time,normalized_time,seed_time,proposal_kind,return_code,bw_scale,ipc_scale,mpki_scale,llc_mpki_scale,mem_bound_scale,queue_scale,dup_rate_scale,max_dup_scale,dtlb_mpki_scale,bias,score_margin,consecutive_votes_required,consecutive_votes_required_weak
cc_twitter,17,2.51003,1.282964379,1.95643,local-mutate,0,2900.821654,1.121584039,2.760958112,2.257631283,25.53071711,64.06752838,0.1969785077,2.706550973,0.5135910554,-2.642848998e-07,0.1840400255,3,4
cc_twitter,18,2.37968,1.216337922,1.95643,local-mutate,0,2276.699954,1.299150728,2.360727649,2.398086749,22.99107561,42.33400576,0.1242524178,2.396425463,0.4827228271,6.311037202e-09,0.1990666044,1,3
cc_twitter,19,2.47407,1.264583962,1.95643,local-mutate,0,2733.968608,1.431389583,2.331306322,1.605689972,27.73817958,54.16091445,0.0779074852,2.470796167,0.9604236855,-2.663511223e-08,0.2301322161,1,3
cc_twitter,20,2.08108,1.063712987,1.95643,local-mutate,0,3180.426419,1.773466614,2.449734473,2.244292417,32.63582516,50.12136751,0.1144169081,1.929690899,0.9828013016,-8.809612585e-08,0.23177533,1,3
cc_twitter,21,2.16382,1.106004304,1.95643,local-mutate,1,3464.486074,1.135113494,3.169658045,1.586643368,33.72454631,57.18284431,0.07950898409,1.776625492,0.9844614325,-2.089889094e-07,0.2222585519,1,4
cc_twitter,22,2.28112,1.165960448,1.95643,local-mutate,1,2416.994172,1.344162411,2.221620162,1.813405819,27.6835671,46.46908197,0.135254451,2.17489429,0.6715386705,-2.395755353e-07,0.1772602789,3,4
cc_twitter,23,2.08009,1.063206964,1.95643,local-mutate,1,3099.438233,1.146775292,2.688462212,1.636213544,29.49266924,51.13402849,0.01445039898,2.616171165,0.7312353249,-9.332512368e-08,0.2242016939,3,4
cc_twitter,24,2.13291,1.090205119,1.95643,local-mutate,1,3624.72184,1.591614341,2.484517483,1.766758818,31.84243382,72.81058579,0.2063037345,1.505336482,1.000492005,-2.314607369e-08,0.178952117,2,4
cc_twitter,25,2.30073,1.175983807,1.95643,local-mutate,1,2403.035644,0.6109181092,2.679090608,2.233670304,26.24786087,35.73916607,0.2013738664,2.226462222,1.357958335,1.138802537e-07,0.1767495933,2,3
cc_twitter,26,2.05428,1.050014567,1.95643,global-random,1,3557.459054,1.077019486,8.75397299,15.23112437,28.6520331,33.32373717,1.834080672,6.634833143,6.09064985,1.876243813,0.643957819,2,7
cc_twitter,27,2.09711,1.071906483,1.95643,local-mutate,1,2758.612164,1.490924757,2.59258763,2.128947452,27.13753658,46.46939089,0.01721128496,2.893850885,0.7406434182,5.184753865e-08,0.1743965866,1,2
cc_twitter,28,2.2683,1.159407697,1.95643,local-mutate,1,2210.220178,1.107521892,2.434618801,2.507889815,20.59489701,53.37652431,0.1351351515,1.885448072,1.133790736,1.52231525e-07,0.2571197502,1,2
cc_twitter,29,2.22582,1.137694679,1.95643,local-mutate,1,2425.293087,0.939629292,2.797752131,1.600812123,32.2977335,55.52898801,0.07382540841,2.942093408,1.09990849,-1.539260449e-07,0.151926008,1,3
